X,Y,Depth (m)
363361.89976009284,5800764.514510541,4.47
363361.0921340786,5800764.177409935,4.45
363360.2757142134,5800763.842779207,4.44
363359.4606566029,5800763.508110843,4.44
363358.6447943612,5800763.169013013,4.43
363357.8345664803,5800762.836436959,4.43
363357.02065506263,5800762.493946376,4.41
363356.21169682266,5800762.1579964515,4.40
363355.4038233364,5800761.8119998,4.41
363354.5997901729,5800761.456992997,4.40
363353.7971500942,5800761.10306067,4.40
363352.99512941326,5800760.746885349,4.40
363352.19341695565,5800760.401831361,4.39
363351.38284897374,5800760.057023026,4.40
363350.58336484694,5800759.718585362,4.41
363349.7868548459,5800759.364483702,4.41
363348.9903755619,5800759.01149429,4.42
363348.19699373544,5800758.6472893655,4.43
363347.4122793799,5800758.300651853,4.43
363346.62029052223,5800757.937521526,4.43
363345.83780730714,5800757.573014781,4.44
363345.0452295315,5800757.213239952,4.43
363344.25683125906,5800756.856688286,4.44
363343.4644074269,5800756.502474312,4.45
363342.67591641017,5800756.142586531,4.45
363341.89073869435,5800755.779268078,4.45
363341.1054375126,5800755.411501264,4.45
363340.3221489312,5800755.042565788,4.45
363339.5352692769,5800754.6670521535,4.45
363338.7520729648,5800754.301453286,4.45
363337.96318034496,5800753.927108684,4.45
363337.17911758024,5800753.554856227,4.44
363336.3889856933,5800753.184998131,4.43
363335.60151675367,5800752.812840365,4.42
363334.81386266317,5800752.434009999,4.41
363334.02890235547,5800752.053992081,4.41
363333.2431373835,5800751.669544695,4.39
363332.45796095615,5800751.281742179,4.38
363331.67749103054,5800750.891583323,4.37
363330.8872684927,5800750.493904192,4.36
363330.1135793397,5800750.102444568,4.34
363329.3402011755,5800749.697620724,4.34
363328.56403645535,5800749.290648318,4.32
363327.80323050526,5800748.872120364,4.31
363327.0530766953,5800748.444393326,4.29
363326.3099532102,5800747.999776802,4.28
363325.58169234317,5800747.550296327,4.27
363324.84990204504,5800747.0964619275,4.25
363324.115325181,5800746.640478952,4.25
363323.3768769405,5800746.192394271,4.23
363322.6228846194,5800745.749192657,4.22
363321.87378383626,5800745.310307408,4.21
363321.1136297132,5800744.866163915,4.19
363320.35588910914,5800744.435309313,4.17
363319.58514412434,5800744.00258951,4.16
363318.81724711857,5800743.574242743,4.16
363318.0440238431,5800743.150495702,4.13
363317.2642352907,5800742.735834659,4.13
363316.48398131155,5800742.328977471,4.12
363315.69320096006,5800741.911282569,4.10
363314.9192624613,5800741.510928327,4.10
363314.12330992066,5800741.103393888,4.09
363313.3342924969,5800740.7001191415,4.07
363312.54394340806,5800740.297994426,4.05
363311.7552033088,5800739.904729013,4.03
363310.9688177132,5800739.498042712,4.03
363310.1894906154,5800739.100064577,4.02
363309.4004108468,5800738.694566212,4.00
363308.61408654286,5800738.29010452,3.99
363307.8298673601,5800737.887810515,3.97
363307.0427690714,5800737.480031604,3.95
363306.25916912564,5800737.075494713,3.96
363305.47203972685,5800736.666603927,3.94
363304.68611834827,5800736.252114875,3.93
363303.9029832794,5800735.839774617,3.90
363303.118485699,5800735.427472266,3.89
363302.32903459144,5800735.008629569,3.87
363301.54246232944,5800734.595272023,3.85
363300.74895466096,5800734.177655056,3.84
363299.96349774,5800733.75536301,3.82
363299.17983748135,5800733.324117443,3.80
363298.3954958936,5800732.89289089,3.78
363297.60976094165,5800732.460590129,3.76
363296.83910455205,5800732.031210187,3.74
363296.0502744041,5800731.585639799,3.73
363295.2707005816,5800731.154281478,3.69
363294.48713202466,5800730.726373007,3.67
363293.7002190757,5800730.30078337,3.67
363292.91389463586,5800729.8718386,3.63
363292.13961553713,5800729.43476901,3.61
363291.37341803184,5800728.994136443,3.58
363290.6140965177,5800728.531053738,3.55
363289.85966657987,5800728.072287369,3.53
363289.1090768536,5800727.6045107795,3.49
363288.3731338303,5800727.124085286,3.47
363287.638213709,5800726.631388786,3.45
363286.9044398791,5800726.130869759,3.41
363286.17410269903,5800725.631368483,3.38
363285.43574533216,5800725.13765466,3.34
363284.70032852155,5800724.651650206,3.31
363283.96203255677,5800724.160160842,3.27
363283.2265229043,5800723.670820245,3.23
363282.48342746025,5800723.178351246,3.19
363281.7520355056,5800722.690009609,3.16
363281.0395908513,5800722.221176051,3.13
363280.33132326626,5800721.780051126,3.09
363279.6276696371,5800721.333233423,3.06
363278.9214169994,5800720.86645434,3.03
363278.22885222454,5800720.377036124,3.01
363277.54486761324,5800719.852877718,2.98
363276.8713191507,5800719.311735256,2.93
363276.18749097176,5800718.768652091,2.89
363275.5027654934,5800718.217803073,2.86
363274.8265202079,5800717.702334136,2.84
363274.1590377144,5800717.183283268,2.82
363273.51932967105,5800716.657897104,2.78
363272.91934656113,5800716.139199829,2.76
363272.35054142785,5800715.6385582965,2.72
363271.8290160709,5800715.146621997,2.72
363271.32826573483,5800714.666352152,2.68
363270.84875810053,5800714.165459472,2.61
363270.4010812738,5800713.657005932,2.62
363269.99613677454,5800713.116203617,2.57
363269.625254228,5800712.549970908,2.54
363269.2723935562,5800711.969882544,2.53
363268.9609645534,5800711.359707419,2.49
363268.6681769246,5800710.733433489,2.30
363268.43323130417,5800710.078843478,2.43
363268.2512643741,5800709.417218849,2.40
363268.1082820719,5800708.7355921045,2.41
363268.0105669779,5800708.063839314,2.36
363267.94898593094,5800707.3921970595,2.32
363267.9364840415,5800706.695820736,2.31
363267.9609801092,5800706.030694317,2.31
363268.027244932,5800705.372199978,2.25
363268.14106988464,5800704.70793431,2.27
363268.316145426,5800703.990772516,2.27
363268.57129330805,5800703.260259589,2.28
363268.9003211228,5800702.514341387,2.26
363269.2835311181,5800701.804761285,2.22
363269.7182009759,5800701.107109341,2.24
363270.1730266571,5800700.423366975,2.26
363270.65955760726,5800699.752100815,2.25
363271.1601753507,5800699.097138564,2.22
363271.69413842866,5800698.464623823,2.22
363272.26859815407,5800697.866600956,2.22
363272.8749482776,5800697.287727058,2.23
363273.4869949096,5800696.717599024,2.23
363274.1038125109,5800696.122853245,2.24
363274.7221777579,5800695.534742473,2.24
363275.3389956592,5800694.939996853,2.27
363275.96212956647,5800694.351753967,2.34
363276.61523618526,5800693.762679709,2.28
363277.28394625394,5800693.195432227,2.25
363277.9504253034,5800692.64605435,2.25
363278.65978892444,5800692.094373976,2.24
363279.3537011717,5800691.550913163,2.26
363280.0570552533,5800691.028337089,2.29
363280.78310486703,5800690.512922392,2.27
363281.5095248257,5800690.010853249,2.25
363282.2295031715,5800689.522318618,2.25
363282.96815157216,5800689.043282993,2.28
363283.6944152036,5800688.560139122,2.17
363284.42473781994,5800688.051284323,2.27
363285.1326736829,5800687.546389545,2.21
363285.83788743615,5800687.01708491,2.19
363286.55142992863,5800686.493114237,2.27
363287.25720178656,5800685.959342432,2.25
363287.9639968601,5800685.413299618,2.22
363288.6560551083,5800684.852084016,2.18
363289.3369059034,5800684.280049628,2.28
363290.0216589474,5800683.701229246,2.21
363290.7039341476,5800683.131381503,2.33
363291.38809885795,5800682.555916573,2.26
363292.07833023893,5800682.002542993,2.20
363292.7639784822,5800681.455974495,2.31
363293.43950147287,5800680.913025871,2.34
363294.12449966883,5800680.3675885815,2.28
363294.7903962439,5800679.797082761,2.32
363295.44486944244,5800679.207973293,2.24
363296.0882585754,5800678.612493493,2.28
363296.74007157906,5800678.001198474,2.30
363297.38460750156,5800677.397896219,2.28
363298.0326729502,5800676.798948064,2.19
363298.68015249295,5800676.17886971,2.33
363299.31394396926,5800675.581430614,2.32
363299.9612978527,5800674.9813894965,2.32
363300.6170730219,5800674.39001871,2.26
363301.26643735997,5800673.81329451,2.19
363301.8981267902,5800673.189202656,2.25
363302.5263460893,5800672.587466651,2.27
363303.1483422322,5800671.982564406,2.28
363303.77572642174,5800671.375286857,2.32
363304.39605203713,5800670.759301355,2.23
363305.0167479374,5800670.15666138,2.25
363305.62732118764,5800669.533155693,2.23
363306.22430411505,5800668.886654512,2.21
363306.8098918963,5800668.247147302,2.19
363307.3904955413,5800667.599987566,2.15
363307.9627707462,5800666.947494005,2.18
363308.5199363701,5800666.290967659,2.08
363309.06812319433,5800665.630238495,2.12
363309.6138039296,5800664.952884266,2.13
363310.14858829824,5800664.251346827,2.12
363310.65950002696,5800663.549358544,2.12
363311.1371565359,5800662.852744496,2.13
363311.5892360518,5800662.167969584,2.09
363312.0115870151,5800661.517408454,2.00
363312.40619398694,5800660.87429464,2.07
363312.79553385417,5800660.262490252,1.95
363313.1734449721,5800659.681053195,2.02
363313.535870975,5800659.131208936,1.95
363313.87838271563,5800658.625323032,1.93
363314.20745023293,5800658.175458786,2.02
363314.5239732836,5800657.764896601,2.01
363314.8319156866,5800657.389074648,2.00
363315.1198847746,5800657.030501257,1.98
363315.40741675225,5800656.705329278,1.96
363315.70058341476,5800656.386678909,1.88
363316.0274989981,5800656.0804483425,1.94
363316.4092190149,5800655.783827719,1.95
363316.8824357372,5800655.4924605815,1.98
363317.5007708275,5800655.271638474,1.92
363318.25858423085,5800655.163810937,1.94
363319.08898954594,5800655.215351911,2.00
363319.8976137413,5800655.391037341,2.04
363320.63854152546,5800655.65763825,2.06
363321.3164823038,5800655.988312595,2.03
363321.9539183717,5800656.357951432,2.15
363322.60803965013,5800656.7638558475,2.17
363323.26296265365,5800657.198675483,2.18
363323.9071378198,5800657.663843582,2.23
363324.5451149291,5800658.175928613,2.28
363325.1751306561,5800658.720510785,2.40
363325.78913669474,5800659.277779713,2.45
363326.3918089227,5800659.844266803,2.48
363326.99187957344,5800660.415278006,2.47
363327.5948907548,5800660.993998564,2.53
363328.19653939863,5800661.572756974,2.69
363328.8010977297,5800662.158112621,2.67
363329.41575054673,5800662.738736518,2.76
363330.0404025769,5800663.335777851,2.86
363330.6629183473,5800663.929539564,2.92
363331.29822255106,5800664.517381863,2.96
363331.9428166798,5800665.096062835,3.02
363332.5991788247,5800665.656609961,3.04
363333.2620416569,5800666.230332619,3.08
363333.9181231919,5800666.805356373,3.12
363334.5793430093,5800667.393593436,3.16
363335.2407504736,5800667.96401777,3.19
363335.91252994013,5800668.539719471,3.21
363336.5864145182,5800669.117588834,3.25
363337.26407775853,5800669.684223753,3.29
363337.9538482196,5800670.244958177,3.32
363338.6313878036,5800670.807144799,3.35
363339.3161709173,5800671.384712321,3.38
363340.0034319721,5800671.953307419,3.41
363340.69165439607,5800672.507407269,3.44
363341.3811437441,5800673.082618616,3.47
363342.06632989884,5800673.650158538,3.50
363342.7591324074,5800674.221939273,3.52
363343.4456806408,5800674.78944161,3.55
363344.12182292924,5800675.375040161,3.58
363344.80294928217,5800675.968291438,3.61
363345.4938617351,5800676.545689812,3.63
363346.1825454283,5800677.116472221,3.66
363346.87407708773,5800677.691627656,3.69
363347.5641845246,5800678.264596719,3.71
363348.25289857463,5800678.836491531,3.73
363348.94690786576,5800679.40267474,3.76
363349.6383772172,5800679.975606315,3.78
363350.3284840161,5800680.548575756,3.80
363351.02202747,5800681.122562981,3.82
363351.72427214414,5800681.690744179,3.84
363352.4167332455,5800682.250292916,3.86
363353.1190700993,5800682.821810669,3.88
363353.8136978047,5800683.3857514225,3.89
363354.5137132518,5800683.947316943,3.91
363355.2125819785,5800684.516705176,3.93
363355.9153835545,5800685.080419589,3.93
363356.6092677633,5800685.642155372,3.95
363357.30209774757,5800686.215050225,3.97
363357.9887351488,5800686.785890902,3.98
363358.69224811334,5800687.350698938,3.98
363359.39213911805,5800687.907816654,4.01
363360.0959938081,5800688.460372673,4.01
363360.8070948337,5800689.003824093,4.03
363361.5185656799,5800689.56062106,4.03
363362.2242168307,5800690.104223758,4.06
363362.9357210991,5800690.63764751,4.07
363363.6622731597,5800691.17288014,4.08
363364.3660681606,5800691.69872698,4.09
363365.0858696244,5800692.236372902,4.09
363365.79266657424,5800692.772153488,4.11
363366.49726563494,5800693.302430223,4.12
363367.2164779283,5800693.843431696,4.12
363367.91909476,5800694.375989524,4.13
363368.6266647788,5800694.915087985,4.11
363369.324821244,5800695.458899401,4.15
363370.0244632618,5800696.007121628,4.16
363370.71549623844,5800696.564486407,4.17
363371.4132793398,5800697.1194382,4.18
363372.11849375785,5800697.6719581345,4.17
363372.81962085597,5800698.224591467,4.19
363373.5193545808,5800698.776150541,4.20
363374.2254038639,5800699.3342124885,4.21
363374.933746162,5800699.876629315,4.22
363375.6421191327,5800700.420158362,4.23
363376.3562497764,5800700.974657651,4.23
363377.0713110531,5800701.513549588,4.25
363377.78962399985,5800702.046786609,4.24
363378.5181855159,5800702.580852616,4.25
363379.2357553019,5800703.111884485,4.26
363379.95459483657,5800703.639542331,4.27
363380.6795957808,5800704.1681424575,4.27
363381.3950598693,5800704.697007041,4.28
363382.1200913297,5800705.226719496,4.29
363382.84698125103,5800705.749702689,4.30
363383.5711462472,5800706.272761512,4.29
363384.29772759427,5800706.784623705,4.29
363385.0254523776,5800707.313148933,4.31
363385.74292829237,5800707.840845368,4.32
363386.4634370828,5800708.379587587,4.32
363387.1819329647,5800708.919498674,4.33
363387.89188447467,5800709.446290989,4.34
363388.61236196966,5800709.983921394,4.35
363389.3267394046,5800710.522833953,4.35
363390.0392580588,5800711.068475978,4.36
363390.75258408755,5800711.594062172,4.38
363391.46046042955,5800712.119799514,4.38
363392.1849626445,5800712.655092903,4.39
363392.8942627136,5800713.183016927,4.39
363393.5997837258,5800713.7221755395,4.40
363394.30880301405,5800714.26457621,4.41
363395.0222514204,5800714.79461149,4.41
363395.737000408,5800715.3223848725,4.42
363396.45419659256,5800715.840073748,4.42
363397.17501434765,5800716.3654531725,4.43
363397.89124855236,5800716.8976375805,4.45
363398.60537738225,5800717.427654491,4.44
363399.31523397326,5800717.951112055,4.45
363400.0323985747,5800718.46768932,4.45
363400.75659069384,5800718.991862737,4.46
363401.46901747945,5800719.509684484,4.47
363402.2033038615,5800720.029126436,4.47
363402.9347451329,5800720.519709994,4.47
363403.6885422564,5800721.005222164,4.49
363404.43404165574,5800721.486512513,4.49
363405.1691381207,5800721.961413431,4.49
363405.9221919655,5800722.444720575,4.50
363406.6705420872,5800722.905898689,4.51
363407.4189845318,5800723.370413277,4.52
363408.17525895906,5800723.846953641,4.52
363408.9163313093,5800724.316124598,4.52
363409.66560861806,5800724.786181246,4.53
363410.4121302018,5800725.255201397,4.54
363411.153790851,5800725.7210174445,4.55
363411.9056692055,5800726.186550432,4.56
363412.6586015925,5800726.640924566,4.56
363413.4209472139,5800727.090586044,4.57
363414.1838814238,5800727.536892398,4.57
363414.94415237487,5800727.98549862,4.58
363415.7176155002,5800728.418157716,4.58
363416.4870529899,5800728.853154439,4.59
363417.25376558397,5800729.288226787,4.59
363418.0198584894,5800729.725542371,4.59
363418.79013084894,5800730.166081172,4.58
363419.56312782515,5800730.606544585,4.61
363420.33671339415,5800731.043652876,4.62
363421.1091213563,5800731.487471769,4.62
363421.88431556965,5800731.933439513,4.63
363422.66982311907,5800732.357975057,4.62
363423.4505005726,5800732.780418619,4.62
363424.2367198535,5800733.206047655,4.64
363425.0190675865,5800733.639574914,4.64
363425.7969890558,5800734.060982226,4.65
363426.57921324193,5800734.490061249,4.66
363427.35979755846,5800734.9091690555,4.67
363428.14041255665,5800735.3293891065,4.68
363428.91359597974,5800735.752041154,4.69
363429.6978015478,5800736.178839794,4.70
363430.479439534,5800736.586789129,4.70
363431.26590733824,5800736.996830699,4.71
363432.0625928318,5800737.406589267,4.71
363432.8575768391,5800737.804152383,4.72
363433.65853732923,5800738.195985143,4.73
363434.44940313045,5800738.592549641,4.74
363435.24237399595,5800738.99128188,4.75
363436.03720014845,5800739.407770431,4.76
363436.8215001959,5800739.813421014,4.78
363437.61038353725,5800740.212266877,4.78
363438.4045929913,5800740.606513384,4.78
363439.2028586267,5800740.999534653,4.80
363440.00019642955,5800741.383677955,4.81
363440.7955521704,5800741.770102249,4.82
363441.5976580306,5800742.1541136885,4.84
363442.4042239371,5800742.526871931,4.82
363443.20184184087,5800742.8965393,4.84
363444.02413643344,5800743.27108795,4.85
363444.8345700977,5800743.660434031,4.87
363445.6346317565,5800744.044502736,4.87
363446.4333925387,5800744.43083356,4.88
363447.2293360057,5800744.813903642,4.90
363448.03091371723,5800745.203495589,4.91
363448.83063592744,5800745.575331479,4.89
363449.63800513104,5800745.952520499,4.92
363450.4431457747,5800746.323093542,4.92
363451.2555020433,5800746.68345003,4.93
363452.06507181865,5800747.041657896,4.95
363452.884366291,5800747.381788875,4.95
363453.6997275822,5800747.727593827,4.96
363454.5118984992,5800748.081278118,4.96
363455.3186506136,5800748.436225638,4.98
363456.11360341066,5800748.8081947975,4.98
363456.9029150205,5800749.222613394,4.99
363457.6978916587,5800749.644665989,5.01
363458.4940456696,5800750.060008241,5.01
363459.27620946226,5800750.437897068,5.01
363460.06087883835,5800750.832411216,5.02
363460.83675428445,5800751.229395055,5.02
363461.61089413916,5800751.637556838,5.03
363462.3867043287,5800752.056802206,5.04
363463.15347411006,5800752.469620291,5.05
363463.9231841675,5800752.890147858,5.05
363464.686917462,5800753.316405985,5.06
363465.45396412525,5800753.7392335115,5.07
363466.22714132676,5800754.161891321,5.07
363467.0006606872,5800754.572297048,5.08
363467.7855444158,5800754.974597253,5.08
363468.5593441954,5800755.370526779,5.09
363469.34639786533,5800755.752733572,5.11
363470.1328934552,5800756.1394078415,5.10
363470.91068754485,5800756.53188815,5.12
363471.68609564623,5800756.936677387,5.13
363472.4690890777,5800757.344595539,5.14
363473.2518051142,5800757.742504728,5.15
363474.03442860104,5800758.137077677,5.16
363474.81618593464,5800758.524996889,5.17
363475.60308455897,5800758.901644061,5.18
363476.38462599786,5800759.281778673,5.19
363477.1743996943,5800759.68839675,5.20
363477.9564611269,5800760.1119231945,5.22
363478.74449905776,5800760.529719336,5.22
363479.52560178156,5800760.943255805,5.24
363480.3083131843,5800761.365651628,5.25
363481.08464387624,5800761.803805949,5.26
363481.8636991665,5800762.241884921,5.28
363482.6411455077,5800762.671104779,5.29
363483.43035667617,5800763.106676726,5.31
363484.2046740579,5800763.546000256,5.33
363484.9780636801,5800763.976445808,5.36
363485.7550131072,5800764.412357744,5.35
363486.52802930935,5800764.8539436115,5.36
363487.3001177554,5800765.2866515005,5.37
363488.07161378756,5800765.7472002655,5.38
363488.8273808325,5800766.205958861,5.38
363489.5796150913,5800766.684848949,5.38
363490.3332115704,5800767.163701417,5.38
363491.08683870477,5800767.64366612,5.35
363491.8304019478,5800768.129474547,5.39
363492.58350161545,5800768.615018945,5.37
363493.3309668489,5800769.094041667,5.37
363494.08038307924,5800769.569671534,5.39
363494.8237881855,5800770.0744053265,5.39
363495.56087767513,5800770.5726363035,5.38
363496.2975973922,5800771.057521935,5.40
363497.0502921968,5800771.55309496,5.39
363497.80270608584,5800772.063144537,5.41
363498.55155989534,5800772.567727951,5.42
363499.28604710265,5800773.070483421,5.42
363500.0192333952,5800773.5755009735,5.43
363500.75526747224,5800774.084891654,5.44
363501.49650445365,5800774.585234547,5.44
363502.2350781534,5800775.087877255,5.44
363502.9814562894,5800775.576948232,5.44
363503.7269990922,5800776.06047758,5.45
363504.471425783,5800776.552941739,5.46
363505.2104644632,5800777.047781171,5.46
363505.94077082106,5800777.547314443,5.46
363506.67144662526,5800778.060193271,5.46
363507.40144109447,5800778.573091072,5.47
363508.1279987005,5800779.084971183,5.47
363508.846662762,5800779.582601336,5.48
363509.57854632864,5800780.089882253,5.49
363510.3195623001,5800780.606927129,5.50
363511.03490879096,5800781.132473809,5.50
363511.7459180348,5800781.673722336,5.51
363512.45435638726,5800782.220607025,5.52
363513.16257899493,5800782.759706966,5.54
363513.87742847635,5800783.291945641,5.53
363514.6032075065,5800783.824994715,5.55
363515.33366225666,5800784.354575483,5.56
363516.0548303249,5800784.868831892,5.57
363516.7808589038,5800785.386292721,5.58
363517.50286183646,5800785.906091077,5.59
363518.21018660057,5800786.437425745,5.59
363518.9393398056,5800786.969269006,5.60
363519.6579979659,5800787.491386231,5.61
363520.3766559735,5800788.01350356,5.62
363521.0943210244,5800788.549004169,5.64
363521.8052049068,5800789.085805633,5.62
363522.5209184924,5800789.624699398,5.67
363523.23452678707,5800790.161425612,5.70
363523.9468649526,5800790.701526015,5.70
363524.6539074962,5800791.247338026,5.72
363525.35429205635,5800791.798899364,5.74
363526.0595986997,5800792.355889371,5.75
363526.76081810234,5800792.91299265,5.77
363527.4568650607,5800793.480256013,5.77
363528.1500639592,5800794.043146435,5.78
363528.8524567834,5800794.618025082,5.80
363529.54838008364,5800795.180840248,5.82
363530.2471203286,5800795.74691643,5.85
363530.9458604139,5800796.312992707,5.86
363531.65308614564,5800796.865478426,5.87
363532.3590417418,5800797.421338331,5.88
363533.0642852057,5800797.9761050735,5.89
363533.76429463096,5800798.538807656,5.91
363534.45897763583,5800799.106109708,5.91
363535.1542492806,5800799.670056632,5.91
363535.8621860334,5800800.223636201,5.91
363536.57238544803,5800800.760458611,5.91
363537.2839470662,5800801.297243399,5.91
363538.00337101216,5800801.847166271,5.91
363538.7162909346,5800802.408399066,5.89
363539.4162067109,5800802.967766067,5.89
363540.112312387,5800803.537255422,5.88
363540.79259308055,5800804.12610358,5.87
363541.47253490053,5800804.702718496,5.84
363542.1593807235,5800805.282481266,5.83
363542.8414889284,5800805.863488273,5.81
363543.52824205597,5800806.439914865,5.78
363544.21657292056,5800807.024088681,5.75
363544.8996735058,5800807.59171279,5.72
363545.5721829955,5800808.170759959,5.69
363546.26335747936,5800808.783792626,5.65
363546.94849734276,5800809.375845959,5.62
363547.61911677173,5800809.960510587,5.56
363548.2988068885,5800810.55271498,5.51
363548.98119076376,5800811.143731907,5.45
363549.66329736426,5800811.724739835,5.41
363550.34016991523,5800812.313683574,5.34
363551.00979567313,5800812.911731823,5.29
363551.6742181692,5800813.518828004,5.25
363552.3426659879,5800814.123586874,5.20
363553.0016079527,5800814.729721977,5.15
363553.64912369236,5800815.341738367,5.12
363554.29784768133,5800815.948156518,5.08
363554.9523326357,5800816.541059573,5.06
363555.6005982948,5800817.1063105455,5.02
363556.292397545,5800817.668130432,5.00
363556.98097931244,5800818.212231908,4.96
363557.6816373768,5800818.749321304,4.94
363558.3914007238,5800819.270577089,4.90
363559.1003288027,5800819.786291225,4.88
363559.8210868763,5800820.286096325,4.84
363560.5549757241,5800820.767730433,4.81
363561.298620256,5800821.232399968,4.77
363562.0529479531,5800821.688983045,4.73
363562.8129750707,5800822.1298268195,4.69
363563.58009475365,5800822.556005706,4.69
363564.3552652659,5800822.977509938,4.65
363565.13149012637,5800823.387855362,4.62
363565.90845760424,5800823.800406294,4.59
363566.68641786254,5800824.199574176,4.59
363567.4698581848,5800824.599703446,4.56
363568.25503404246,5800824.988655058,4.56
363569.04615563835,5800825.370764356,4.54
363569.84328454605,5800825.748255586,4.55
363570.64090978977,5800826.11905536,4.55
363571.4305801963,5800826.47338086,4.54
363572.2221093003,5800826.820977186,4.57
363573.0207617974,5800827.155020769,4.59
363573.83777513367,5800827.48744325,4.60
363574.66222362535,5800827.792948686,4.62
363575.4709473223,5800828.072178168,4.62
363576.2693032894,5800828.321644482,4.63
363577.06561564514,5800828.571167492,4.64
363577.85214518994,5800828.812057632,4.65
363578.6395713157,5800829.06071389,4.65
363579.42479598033,5800829.328351756,4.66
363580.2130799378,5800829.632633185,4.68
363581.0023796455,5800829.973614741,4.69
363581.7916792402,5800830.314596425,4.71
363582.5818138121,5800830.661119983,4.73
363583.36349317257,5800831.022346352,4.75
363584.1390071028,5800831.407115938,4.78
363584.9143014719,5800831.808586318,4.79
363585.68250296026,5800832.224721791,4.80
363586.4545143248,5800832.630735165,4.81
363587.2287229933,5800833.042252704,4.83
363587.9972358787,5800833.445024222,4.83
363588.7580670484,5800833.865816046,4.84
363589.5030731848,5800834.305966536,4.86
363590.24733246426,5800834.768397271,4.86
363590.98468751565,5800835.227680287,4.87
363591.72380492993,5800835.701383283,4.87
363592.46230258816,5800836.177329485,4.87
363593.20488714724,5800836.653162673,4.87
363593.94536647835,5800837.12682829,4.87
363594.6845140981,5800837.601643844,4.88
363595.42635548965,5800838.075271973,4.87
363596.1641404741,5800838.550125449,4.88
363596.8955444957,5800839.040737258,4.89
363597.6230460068,5800839.538135021,4.90
363598.3593410684,5800840.0330635635,4.90
363599.0991997726,5800840.508973034,4.91
363599.84769813326,5800840.976852686,4.92
363600.59449543373,5800841.432536817,4.92
363601.3603038908,5800841.88546896,4.91
363602.11982775177,5800842.333010281,4.90
363602.8857938622,5800842.767017741,4.89
363603.6559084315,5800843.20313645,4.88
363604.4252185761,5800843.634825645,4.87
363605.1959217078,5800844.067589374,4.85
363605.9703116274,5800844.485782536,4.83
363606.74665259826,5800844.900582898,4.81
363607.52971283224,5800845.311858506,4.77
363608.29849908076,5800845.724642231,4.73
363609.082582845,5800846.1236470435,4.70
363609.8746558897,5800846.515753038,4.65
363610.66137175454,5800846.911346329,4.63
363611.4529172516,5800847.309032033,4.57
363612.2429771668,5800847.702307078,4.52
363613.03746662044,5800848.083216958,4.46
363613.8381788283,5800848.467293675,4.39
363614.6374362353,5800848.848071856,4.31
363615.43000900006,5800849.2090016315,4.23
363616.2291122789,5800849.58421946,4.15
363617.0365782642,5800849.941398424,4.08
363617.8425279079,5800850.293054612,3.97
363618.6563745226,5800850.63447564,3.88
363619.4750815495,5800850.979101218,3.81
363620.28809288406,5800851.314980756,3.70
363621.1140463711,5800851.650502286,3.60
363621.9327879553,5800851.971754868,3.50
363622.7550891589,5800852.298473945,3.41
363623.5840480974,5800852.61944406,3.35
363624.40876602393,5800852.934966799,3.27
363625.23825204244,5800853.250357734,3.19
363626.06386633415,5800853.573646747,3.13
363626.88787198387,5800853.888076625,3.07
363627.7034265067,5800854.192723724,3.01
363628.515016987,5800854.5019325325,2.96
363629.31663596985,5800854.82032117,2.92
363630.1110123148,5800855.123328716,2.87
363630.9091944557,5800855.440699727,2.83
363631.6891037687,5800855.787513766,2.79
363632.45142141543,5800856.1637519775,2.75
363633.1949081323,5800856.573900532,2.73
363633.93040110543,5800857.015433618,2.69
363634.66474700347,5800857.464789358,2.69
363635.3844454877,5800857.926793184,2.71
363636.0930254972,5800858.40579934,2.71
363636.79748336424,5800858.908292078,2.73
363637.4867707025,5800859.404526821,2.71
363638.17302129715,5800859.914201355,2.73
363638.85224043124,5800860.440765118,2.71
363639.52285036584,5800860.976470956,2.71
363640.1838580036,5800861.53470201,2.70
363640.8272473707,5800862.0967595335,2.74
363641.46927002224,5800862.68334035,2.75
363642.104291968,5800863.287922503,2.73
363642.7393752998,5800863.894728982,2.79
363643.36808178853,5800864.492808183,2.81
363644.0057664154,5800865.095090948,2.85
363644.6328948757,5800865.685423147,2.85
363645.2744508323,5800866.279808144,2.86
363645.918700546,5800866.873005719,2.89
363646.57267109636,5800867.472612261,2.91
363647.21750510915,5800868.08694031,2.94
363647.83900310274,5800868.646265424,2.93
363648.4573147504,5800869.188984173,2.94
363649.07501089456,5800869.709460569,2.95
363649.6725307758,5800870.165942814,2.95
363650.23856291844,5800870.617731409,2.95
363650.7981875222,5800871.059680582,2.96
363651.31526758405,5800871.516162523,2.96
363651.7957840713,5800871.9569614865,2.97
363652.23991732637,5800872.413235711,2.98
363652.66790925746,5800872.926718147,3.01
363653.0828007723,5800873.459483584,3.04
363653.48102790536,5800874.030551157,3.07
363653.83141501585,5800874.621862814,3.10
363654.14225492324,5800875.262126414,3.15
363654.3935518981,5800875.918505954,3.20
363654.60425132094,5800876.610510807,3.27
363654.75463438034,5800877.315314066,3.35
363654.86705658503,5800878.027845366,3.44
363654.93015346304,5800878.7562099155,3.54
363654.95284175506,5800879.502386971,3.63
363654.9303575938,5800880.242022931,3.76
363654.8673110489,5800880.99391079,3.88
363654.7679165034,5800881.737900451,3.99
363654.63202013646,5800882.468431308,4.09
363654.4554999038,5800883.208989833,4.21
363654.2475580124,5800883.922593341,4.34
363653.99555568345,5800884.645206629,4.47
