"UTC","Depth..m.","BESTPOSA_Spalte12","BESTPOSA_Spalte13"
152908,7.64,"52.34086581","12.99671997"
152909,7.63,"52.34086877","12.99671287"
152910,7.64,"52.34087171","12.99670591"
152911,7.67,"52.34087466","12.99669891"
152912,7.71,"52.34087760","12.99669189"
152913,7.74,"52.34088055","12.99668482"
152914,7.77,"52.34088351","12.99667787"
152915,7.78,"52.34088648","12.99667076"
152916,7.81,"52.34088951","12.99666378"
152917,7.82,"52.34089260","12.99665684"
152918,7.83,"52.34089576","12.99665007"
152919,7.85,"52.34089892","12.99664337"
152920,7.86,"52.34090204","12.99663660"
152921,7.87,"52.34090500","12.99662983"
152922,7.87,"52.34090779","12.99662299"
152923,7.88,"52.34091040","12.99661595"
152924,7.91,"52.34091293","12.99660900"
152925,7.91,"52.34091535","12.99660228"
152926,7.9,"52.34091792","12.99659530"
152927,7.93,"52.34092060","12.99658785"
152928,7.95,"52.34092353","12.99657984"
152929,7.97,"52.34092649","12.99657158"
152930,7.97,"52.34092964","12.99656302"
152931,7.99,"52.34093291","12.99655429"
152932,7.99,"52.34093623","12.99654549"
152933,8.01,"52.34093946","12.99653648"
152934,8.03,"52.34094277","12.99652707"
152935,8.05,"52.34094614","12.99651748"
152936,8.05,"52.34094960","12.99650785"
152937,8.07,"52.34095328","12.99649828"
152938,8.09,"52.34095702","12.99648852"
152939,8.1,"52.34096070","12.99647845"
152940,8.1,"52.34096428","12.99646832"
152941,8.11,"52.34096785","12.99645816"
152942,8.11,"52.34097131","12.99644778"
152943,8.1,"52.34097468","12.99643722"
152944,8.13,"52.34097796","12.99642672"
152945,8.12,"52.34098125","12.99641618"
152946,8.14,"52.34098464","12.99640557"
152947,8.15,"52.34098819","12.99639496"
152948,8.16,"52.34099171","12.99638432"
152949,8.16,"52.34099521","12.99637366"
152950,8.16,"52.34099862","12.99636301"
152951,8.14,"52.34100196","12.99635230"
152952,8.15,"52.34100526","12.99634158"
152953,8.15,"52.34100843","12.99633092"
152954,8.15,"52.34101165","12.99632010"
152955,8.16,"52.34101510","12.99630933"
152956,8.16,"52.34101873","12.99629855"
152957,8.16,"52.34102244","12.99628759"
152958,8.16,"52.34102606","12.99627666"
152959,8.17,"52.34102956","12.99626577"
153000,8.16,"52.34103295","12.99625481"
153001,8.16,"52.34103610","12.99624388"
153002,8.16,"52.34103916","12.99623267"
153003,8.16,"52.34104231","12.99622153"
153004,8.16,"52.34104565","12.99621057"
153005,8.16,"52.34104914","12.99619932"
153006,8.14,"52.34105263","12.99618799"
153007,8.14,"52.34105618","12.99617678"
153008,8.14,"52.34105966","12.99616563"
153009,8.15,"52.34106301","12.99615451"
153010,8.14,"52.34106641","12.99614330"
153011,8.14,"52.34106989","12.99613212"
153012,8.13,"52.34107341","12.99612090"
153013,8.12,"52.34107685","12.99610971"
153014,8.13,"52.34108035","12.99609858"
153015,8.13,"52.34108385","12.99608749"
153016,8.12,"52.34108739","12.99607648"
153017,8.12,"52.34109096","12.99606544"
153018,8.11,"52.34109460","12.99605426"
153019,8.1,"52.34109823","12.99604317"
153020,8.1,"52.34110181","12.99603192"
153021,8.1,"52.34110543","12.99602072"
153022,8.09,"52.34110908","12.99600966"
153023,8.09,"52.34111261","12.99599876"
153024,8.08,"52.34111609","12.99598768"
153025,8.07,"52.34111957","12.99597656"
153026,8.07,"52.34112321","12.99596544"
153027,8.06,"52.34112692","12.99595438"
153028,8.06,"52.34113047","12.99594324"
153029,8.06,"52.34113384","12.99593188"
153030,8.06,"52.34113715","12.99592068"
153031,8.06,"52.34114029","12.99590937"
153032,8.05,"52.34114327","12.99589810"
153033,8.04,"52.34114627","12.99588678"
153034,8.03,"52.34114944","12.99587559"
153035,8.02,"52.34115270","12.99586442"
153036,8.02,"52.34115605","12.99585310"
153037,8.02,"52.34115934","12.99584170"
153038,8.03,"52.34116266","12.99583032"
153039,8.02,"52.34116585","12.99581901"
153040,8.01,"52.34116896","12.99580751"
153041,8,"52.34117211","12.99579602"
153042,8,"52.34117526","12.99578461"
153043,8,"52.34117843","12.99577322"
153044,8.01,"52.34118164","12.99576190"
153045,8.01,"52.34118493","12.99575060"
153046,8.01,"52.34118834","12.99573925"
153047,8.01,"52.34119176","12.99572793"
153048,8,"52.34119510","12.99571662"
153049,7.99,"52.34119843","12.99570525"
153050,7.98,"52.34120185","12.99569394"
153051,7.99,"52.34120521","12.99568266"
153052,7.99,"52.34120857","12.99567129"
153053,8,"52.34121196","12.99566003"
153054,8,"52.34121541","12.99564873"
153055,8,"52.34121884","12.99563747"
153056,8,"52.34122233","12.99562636"
153057,8,"52.34122589","12.99561525"
153058,8,"52.34122945","12.99560428"
153059,8,"52.34123300","12.99559302"
153100,8,"52.34123653","12.99558189"
153101,7.99,"52.34124012","12.99557087"
153102,8,"52.34124365","12.99555972"
153103,8,"52.34124712","12.99554856"
153104,8,"52.34125062","12.99553734"
153105,8,"52.34125413","12.99552614"
153106,8,"52.34125755","12.99551523"
153107,8,"52.34126093","12.99550405"
153108,8,"52.34126425","12.99549299"
153109,8,"52.34126761","12.99548184"
153110,8,"52.34127087","12.99547069"
153111,8,"52.34127408","12.99545985"
153112,8,"52.34127728","12.99544878"
153113,8,"52.34128053","12.99543762"
153114,7.97,"52.34128389","12.99542671"
153115,7.97,"52.34128729","12.99541583"
153116,7.99,"52.34129062","12.99540480"
153117,8,"52.34129387","12.99539405"
153118,8,"52.34129705","12.99538339"
153119,7.99,"52.34130020","12.99537258"
153120,8,"52.34130340","12.99536173"
153121,8,"52.34130687","12.99535092"
153122,7.98,"52.34131059","12.99534035"
153123,7.97,"52.34131432","12.99532980"
153124,7.98,"52.34131804","12.99531911"
153125,7.98,"52.34132168","12.99530850"
153126,8,"52.34132529","12.99529791"
153127,8,"52.34132867","12.99528735"
153128,8,"52.34133183","12.99527659"
153129,8,"52.34133475","12.99526569"
153130,8,"52.34133772","12.99525463"
153131,8.01,"52.34134083","12.99524369"
153132,8,"52.34134422","12.99523288"
153133,8,"52.34134753","12.99522193"
153134,8,"52.34135071","12.99521075"
153135,7.98,"52.34135387","12.99519955"
153136,8,"52.34135701","12.99518846"
153137,7.98,"52.34136014","12.99517739"
153138,7.99,"52.34136332","12.99516640"
153139,7.99,"52.34136642","12.99515523"
153140,7.98,"52.34136954","12.99514413"
153141,7.99,"52.34137291","12.99513304"
153142,7.98,"52.34137632","12.99512202"
153143,7.97,"52.34137962","12.99511110"
153144,7.97,"52.34138285","12.99510018"
153145,7.97,"52.34138618","12.99508937"
153146,7.98,"52.34138959","12.99507849"
153147,7.97,"52.34139305","12.99506769"
153148,7.96,"52.34139656","12.99505682"
153149,7.98,"52.34140001","12.99504588"
153150,7.97,"52.34140329","12.99503479"
153151,7.96,"52.34140657","12.99502367"
153152,7.96,"52.34140987","12.99501268"
153153,7.96,"52.34141314","12.99500191"
153154,7.97,"52.34141637","12.99499088"
153155,7.95,"52.34141947","12.99497963"
153156,7.96,"52.34142262","12.99496842"
153157,7.93,"52.34142578","12.99495727"
153158,7.91,"52.34142891","12.99494611"
153159,7.92,"52.34143198","12.99493491"
153200,7.93,"52.34143493","12.99492388"
153201,7.93,"52.34143794","12.99491269"
153202,7.94,"52.34144082","12.99490142"
153203,7.92,"52.34144364","12.99489020"
153204,7.92,"52.34144663","12.99487895"
153205,7.93,"52.34144974","12.99486773"
153206,7.91,"52.34145289","12.99485635"
153207,7.9,"52.34145584","12.99484530"
153208,7.91,"52.34145865","12.99483426"
153209,7.89,"52.34146142","12.99482322"
153210,7.88,"52.34146391","12.99481240"
153211,7.86,"52.34146605","12.99480163"
153212,7.86,"52.34146794","12.99479084"
153213,7.86,"52.34146973","12.99478006"
153214,7.87,"52.34147178","12.99476908"
153215,7.87,"52.34147414","12.99475844"
153216,7.86,"52.34147656","12.99474764"
153217,7.84,"52.34147887","12.99473652"
153218,7.84,"52.34148117","12.99472531"
153219,7.84,"52.34148357","12.99471409"
153220,7.82,"52.34148620","12.99470298"
153221,7.81,"52.34148883","12.99469208"
153222,7.81,"52.34149124","12.99468093"
153223,7.78,"52.34149349","12.99466967"
153224,7.78,"52.34149579","12.99465843"
153225,7.77,"52.34149829","12.99464718"
153226,7.77,"52.34150099","12.99463614"
153227,7.75,"52.34150367","12.99462490"
153228,7.74,"52.34150633","12.99461346"
153229,7.73,"52.34150911","12.99460223"
153230,7.71,"52.34151203","12.99459106"
153231,7.7,"52.34151487","12.99458002"
153232,7.69,"52.34151747","12.99456890"
153233,7.67,"52.34152002","12.99455761"
153234,7.66,"52.34152267","12.99454632"
153235,7.65,"52.34152555","12.99453512"
153236,7.64,"52.34152839","12.99452404"
153237,7.61,"52.34153114","12.99451297"
153238,7.61,"52.34153377","12.99450195"
153239,7.6,"52.34153644","12.99449075"
153240,7.58,"52.34153915","12.99447964"
153241,7.56,"52.34154196","12.99446867"
153242,7.54,"52.34154484","12.99445782"
153243,7.53,"52.34154753","12.99444681"
153244,7.52,"52.34155009","12.99443553"
153245,7.51,"52.34155263","12.99442428"
153246,7.5,"52.34155528","12.99441309"
153247,7.46,"52.34155790","12.99440223"
153248,7.45,"52.34156045","12.99439112"
153249,7.43,"52.34156280","12.99437979"
153250,7.41,"52.34156510","12.99436846"
153251,7.39,"52.34156741","12.99435704"
153252,7.37,"52.34156969","12.99434576"
153253,7.35,"52.34157185","12.99433458"
153254,7.32,"52.34157379","12.99432305"
153255,7.31,"52.34157564","12.99431143"
153256,7.28,"52.34157753","12.99430000"
153257,7.26,"52.34157948","12.99428863"
153258,7.23,"52.34158152","12.99427747"
153259,7.22,"52.34158341","12.99426598"
153300,7.19,"52.34158521","12.99425428"
153301,7.17,"52.34158697","12.99424283"
153302,7.13,"52.34158904","12.99423118"
153303,7.1,"52.34159122","12.99421998"
153304,7.06,"52.34159325","12.99420882"
153305,7.05,"52.34159505","12.99419710"
153306,7.03,"52.34159680","12.99418522"
153307,7,"52.34159855","12.99417386"
153308,7,"52.34160055","12.99416261"
153309,6.96,"52.34160256","12.99415093"
153310,6.94,"52.34160421","12.99413925"
153311,6.91,"52.34160561","12.99412768"
153312,6.89,"52.34160714","12.99411595"
153313,6.87,"52.34160893","12.99410427"
153314,6.85,"52.34161061","12.99409262"
153315,6.82,"52.34161216","12.99408128"
153316,6.79,"52.34161356","12.99407003"
153317,6.77,"52.34161511","12.99405834"
153319,6.72,"52.34161870","12.99403535"
153320,6.7,"52.34162055","12.99402364"
153321,6.66,"52.34162240","12.99401199"
153322,6.64,"52.34162438","12.99400041"
153324,6.6,"52.34162852","12.99397779"
153325,6.55,"52.34163051","12.99396632"
153326,6.53,"52.34163232","12.99395476"
153327,6.5,"52.34163412","12.99394339"
153329,6.44,"52.34163787","12.99392069"
153330,6.41,"52.34163958","12.99390929"
153331,6.4,"52.34164098","12.99389767"
153332,6.38,"52.34164221","12.99388603"
153333,6.36,"52.34164327","12.99387445"
153334,6.31,"52.34164415","12.99386286"
153335,6.3,"52.34164498","12.99385124"
153336,6.27,"52.34164559","12.99383965"
153337,6.24,"52.34164604","12.99382797"
153338,6.22,"52.34164636","12.99381630"
153339,6.19,"52.34164646","12.99380475"
153340,6.18,"52.34164627","12.99379318"
153341,6.16,"52.34164588","12.99378150"
153342,6.11,"52.34164539","12.99376991"
153343,6.07,"52.34164470","12.99375825"
153344,6.06,"52.34164377","12.99374661"
153345,6.04,"52.34164279","12.99373497"
153346,6,"52.34164160","12.99372357"
153347,5.98,"52.34164026","12.99371207"
153348,5.93,"52.34163885","12.99370073"
153349,5.92,"52.34163741","12.99368932"
153350,5.89,"52.34163575","12.99367800"
153351,5.85,"52.34163391","12.99366675"
153352,5.85,"52.34163198","12.99365558"
153353,5.83,"52.34162989","12.99364448"
153354,5.78,"52.34162765","12.99363331"
153355,5.75,"52.34162524","12.99362233"
153356,5.75,"52.34162272","12.99361145"
153357,5.71,"52.34162015","12.99360066"
153358,5.69,"52.34161758","12.99358973"
153359,5.68,"52.34161479","12.99357922"
153400,5.63,"52.34161194","12.99356862"
153401,5.61,"52.34160901","12.99355810"
153402,5.59,"52.34160597","12.99354746"
153403,5.56,"52.34160272","12.99353705"
153404,5.52,"52.34159939","12.99352690"
153405,5.49,"52.34159598","12.99351673"
153406,5.47,"52.34159242","12.99350670"
153407,5.45,"52.34158883","12.99349680"
153408,5.41,"52.34158502","12.99348732"
153409,5.4,"52.34158108","12.99347775"
153410,5.36,"52.34157704","12.99346847"
153411,5.34,"52.34157280","12.99345934"
153412,5.31,"52.34156846","12.99345025"
153413,5.27,"52.34156398","12.99344150"
153414,5.25,"52.34155940","12.99343298"
153415,5.23,"52.34155450","12.99342481"
153416,5.2,"52.34154948","12.99341683"
153417,5.16,"52.34154447","12.99340900"
153418,5.14,"52.34153919","12.99340148"
153419,5.12,"52.34153383","12.99339419"
153420,5.09,"52.34152830","12.99338725"
153421,5.06,"52.34152267","12.99338040"
153422,5.04,"52.34151693","12.99337393"
153423,5.02,"52.34151102","12.99336760"
153424,4.99,"52.34150506","12.99336158"
153425,4.98,"52.34149899","12.99335588"
153426,4.95,"52.34149274","12.99335053"
153427,4.94,"52.34148661","12.99334531"
153428,4.91,"52.34148013","12.99334052"
153429,4.89,"52.34147365","12.99333607"
153430,4.87,"52.34146721","12.99333193"
153431,4.88,"52.34146053","12.99332828"
153432,4.85,"52.34145382","12.99332499"
153433,4.84,"52.34144710","12.99332174"
153434,4.83,"52.34144051","12.99331907"
153435,4.82,"52.34143370","12.99331662"
153436,4.81,"52.34142673","12.99331455"
153437,4.8,"52.34141980","12.99331289"
153438,4.81,"52.34141286","12.99331147"
153439,4.81,"52.34140592","12.99331056"
153440,4.8,"52.34139904","12.99330984"
153441,4.81,"52.34139212","12.99330970"
153442,4.79,"52.34138518","12.99330988"
153443,4.81,"52.34137819","12.99331040"
153444,4.81,"52.34137124","12.99331121"
153445,4.81,"52.34136439","12.99331258"
153446,4.82,"52.34135763","12.99331445"
153447,4.84,"52.34135090","12.99331689"
153448,4.85,"52.34134420","12.99332005"
153449,4.87,"52.34133761","12.99332363"
153450,4.89,"52.34133110","12.99332748"
153451,4.89,"52.34132465","12.99333180"
153452,4.9,"52.34131825","12.99333639"
153453,4.93,"52.34131201","12.99334105"
153454,4.95,"52.34130573","12.99334641"
153455,4.97,"52.34129979","12.99335188"
153456,4.99,"52.34129387","12.99335792"
153457,5,"52.34128812","12.99336434"
153458,5.03,"52.34128246","12.99337095"
153459,5.04,"52.34127693","12.99337802"
153500,5.07,"52.34127150","12.99338557"
153501,5.09,"52.34126617","12.99339337"
0,6.6,NA,NA
0,6.77,NA,NA
0,6.59,NA,NA
0,6.17,NA,NA
0,6.71,NA,NA
0,6.7,NA,NA
0,6.65,NA,NA
0,6.17,NA,NA
0,6.58,NA,NA
0,6.54,NA,NA
0,6.69,NA,NA
153509,5.27,"52.34122836","12.99346657"
153510,5.28,"52.34122409","12.99347668"
153511,5.31,"52.34121981","12.99348670"
153512,5.32,"52.34121558","12.99349668"
153513,5.32,"52.34121146","12.99350685"
153514,5.33,"52.34120746","12.99351726"
153515,5.34,"52.34120372","12.99352773"
153516,5.35,"52.34119996","12.99353826"
153517,5.37,"52.34119620","12.99354888"
153518,5.38,"52.34119255","12.99355962"
153519,5.4,"52.34118905","12.99357046"
153520,5.41,"52.34118578","12.99358165"
153521,5.42,"52.34118263","12.99359295"
153522,5.44,"52.34117961","12.99360417"
153523,5.46,"52.34117666","12.99361549"
153524,5.47,"52.34117378","12.99362696"
153525,5.48,"52.34117092","12.99363847"
153526,5.5,"52.34116818","12.99364995"
153527,5.5,"52.34116555","12.99366140"
153528,5.53,"52.34116280","12.99367309"
153529,5.52,"52.34116008","12.99368475"
153530,5.55,"52.34115736","12.99369618"
153531,5.55,"52.34115451","12.99370782"
153532,5.56,"52.34115176","12.99371923"
153533,5.6,"52.34114904","12.99373086"
153534,5.62,"52.34114657","12.99374271"
153535,5.62,"52.34114431","12.99375424"
153536,5.64,"52.34114196","12.99376556"
153537,5.65,"52.34113941","12.99377690"
153538,5.66,"52.34113658","12.99378811"
153539,5.66,"52.34113374","12.99379933"
153540,5.68,"52.34113082","12.99381062"
153541,5.68,"52.34112783","12.99382199"
153542,5.69,"52.34112493","12.99383315"
153543,5.69,"52.34112209","12.99384375"
153544,5.69,"52.34111928","12.99385526"
153545,5.71,"52.34111679","12.99386685"
153546,5.71,"52.34111439","12.99387819"
153547,5.71,"52.34111194","12.99388969"
153548,5.73,"52.34110961","12.99390090"
153549,5.73,"52.34110720","12.99391227"
153550,5.77,"52.34110469","12.99392392"
153551,5.75,"52.34110214","12.99393543"
153552,5.76,"52.34109950","12.99394696"
153553,5.76,"52.34109691","12.99395856"
153554,5.77,"52.34109431","12.99397020"
153555,5.77,"52.34109160","12.99398170"
153556,5.78,"52.34108882","12.99399328"
153557,5.78,"52.34108590","12.99400473"
153558,5.79,"52.34108298","12.99401620"
153559,5.8,"52.34108010","12.99402774"
153600,5.8,"52.34107719","12.99403922"
153601,5.81,"52.34107432","12.99405079"
153602,5.85,"52.34107146","12.99406261"
153603,5.82,"52.34106866","12.99407416"
153604,5.84,"52.34106577","12.99408580"
153605,5.86,"52.34106283","12.99409719"
153606,5.88,"52.34105979","12.99410853"
153607,5.88,"52.34105669","12.99411999"
153608,5.9,"52.34105360","12.99413131"
153609,5.91,"52.34105052","12.99414266"
153610,5.91,"52.34104741","12.99415403"
153611,5.92,"52.34104426","12.99416540"
153612,5.94,"52.34104111","12.99417673"
153613,5.95,"52.34103797","12.99418817"
153614,5.98,"52.34103485","12.99419967"
153615,5.99,"52.34103177","12.99421116"
153616,6.02,"52.34102863","12.99422250"
153617,6.01,"52.34102549","12.99423400"
153618,6.02,"52.34102247","12.99424550"
153619,6.04,"52.34101941","12.99425696"
153620,6.06,"52.34101628","12.99426833"
153621,6.08,"52.34101309","12.99427966"
153622,6.07,"52.34100986","12.99429102"
153623,6.08,"52.34100670","12.99430254"
153624,6.1,"52.34100370","12.99431405"
153625,6.12,"52.34100068","12.99432562"
153626,6.12,"52.34099768","12.99433722"
153627,6.13,"52.34099469","12.99434874"
153628,6.14,"52.34099173","12.99436036"
153629,6.14,"52.34098880","12.99437196"
153630,6.16,"52.34098574","12.99438355"
153633,6.19,"52.34097677","12.99441806"
153634,6.22,"52.34097376","12.99442952"
153635,6.24,"52.34097075","12.99444121"
153636,6.24,"52.34096782","12.99445284"
153637,6.28,"52.34096481","12.99446445"
153638,6.27,"52.34096177","12.99447605"
153639,6.27,"52.34095869","12.99448751"
153640,6.29,"52.34095559","12.99449899"
153641,6.29,"52.34095253","12.99451055"
153642,6.33,"52.34094958","12.99452215"
153643,6.32,"52.34094668","12.99453389"
153644,6.34,"52.34094390","12.99454537"
153645,6.35,"52.34094102","12.99455712"
153646,6.35,"52.34093812","12.99456886"
153647,6.38,"52.34093515","12.99458049"
153648,6.36,"52.34093210","12.99459208"
153649,6.39,"52.34092903","12.99460366"
153650,6.4,"52.34092609","12.99461522"
153651,6.4,"52.34092326","12.99462641"
153652,6.41,"52.34092034","12.99463738"
153653,6.41,"52.34091753","12.99464868"
153654,6.44,"52.34091513","12.99466019"
153655,6.45,"52.34091309","12.99467153"
153656,6.45,"52.34091122","12.99468296"
153657,6.47,"52.34090945","12.99469441"
153658,6.48,"52.34090759","12.99470584"
153659,6.5,"52.34090556","12.99471721"
153700,6.51,"52.34090343","12.99472869"
153701,6.52,"52.34090116","12.99474030"
153703,6.54,"52.34089648","12.99476308"
153704,6.55,"52.34089379","12.99477463"
153705,6.56,"52.34089126","12.99478617"
153707,6.57,"52.34088636","12.99480946"
153708,6.59,"52.34088381","12.99482115"
153709,6.59,"52.34088129","12.99483269"
153711,6.6,"52.34087594","12.99485605"
153713,6.6,"52.34087051","12.99487940"
153714,6.62,"52.34086785","12.99489112"
153715,6.62,"52.34086524","12.99490280"
153716,6.62,"52.34086274","12.99491451"
153718,6.65,"52.34085765","12.99493794"
153719,6.64,"52.34085482","12.99494944"
153720,6.66,"52.34085187","12.99496093"
153721,6.66,"52.34084899","12.99497253"
153722,6.69,"52.34084627","12.99498418"
153723,6.71,"52.34084368","12.99499594"
153724,6.7,"52.34084128","12.99500781"
153726,6.68,"52.34083633","12.99503139"
153727,6.7,"52.34083384","12.99504319"
153728,6.72,"52.34083147","12.99505512"
153730,6.69,"52.34082685","12.99507885"
153732,6.73,"52.34082225","12.99510269"
153733,6.73,"52.34082003","12.99511459"
153734,6.74,"52.34081771","12.99512628"
153735,6.75,"52.34081525","12.99513805"
153737,6.76,"52.34081032","12.99516153"
153738,6.77,"52.34080760","12.99517321"
153739,6.78,"52.34080489","12.99518484"
153740,6.76,"52.34080212","12.99519651"
153741,6.75,"52.34079943","12.99520819"
153742,6.75,"52.34079671","12.99521990"
153743,6.76,"52.34079387","12.99523165"
153744,6.78,"52.34079107","12.99524326"
153745,6.76,"52.34078820","12.99525500"
153746,6.75,"52.34078535","12.99526668"
153747,6.76,"52.34078247","12.99527832"
153748,6.75,"52.34077962","12.99528993"
153749,6.76,"52.34077676","12.99530156"
153750,6.75,"52.34077405","12.99531324"
153751,6.76,"52.34077139","12.99532503"
153752,6.75,"52.34076865","12.99533672"
153753,6.76,"52.34076586","12.99534837"
153754,6.75,"52.34076306","12.99536000"
153755,6.77,"52.34076028","12.99537177"
153756,6.76,"52.34075751","12.99538345"
153757,6.75,"52.34075478","12.99539524"
153758,6.75,"52.34075208","12.99540708"
153759,6.74,"52.34074959","12.99541887"
153800,6.74,"52.34074715","12.99543076"
153801,6.74,"52.34074481","12.99544257"
153802,6.74,"52.34074250","12.99545456"
153803,6.73,"52.34074019","12.99546645"
153804,6.73,"52.34073780","12.99547843"
153805,6.73,"52.34073539","12.99549029"
153806,6.73,"52.34073299","12.99550221"
153807,6.7,"52.34073065","12.99551428"
153808,6.72,"52.34072840","12.99552640"
153809,6.72,"52.34072626","12.99553843"
153810,6.71,"52.34072423","12.99555054"
153811,6.72,"52.34072224","12.99556269"
153812,6.73,"52.34072014","12.99557480"
153813,6.72,"52.34071791","12.99558675"
153814,6.71,"52.34071552","12.99559866"
153815,6.7,"52.34071319","12.99561051"
153816,6.7,"52.34071090","12.99562236"
153817,6.71,"52.34070863","12.99563431"
153818,6.7,"52.34070663","12.99564618"
153819,6.7,"52.34070473","12.99565792"
153820,6.7,"52.34070271","12.99566979"
153821,6.68,"52.34070056","12.99568149"
153822,6.67,"52.34069821","12.99569303"
153823,6.66,"52.34069580","12.99570443"
153824,6.67,"52.34069346","12.99571617"
153825,6.66,"52.34069126","12.99572802"
153826,6.64,"52.34068918","12.99573975"
153827,6.63,"52.34068709","12.99575154"
153828,6.64,"52.34068508","12.99576306"
153829,6.63,"52.34068316","12.99577444"
153830,6.63,"52.34068128","12.99578584"
153831,6.61,"52.34067932","12.99579732"
153832,6.62,"52.34067714","12.99580861"
153833,6.6,"52.34067479","12.99581957"
153834,6.6,"52.34067245","12.99583063"
153835,6.6,"52.34067019","12.99584186"
153836,6.59,"52.34066787","12.99585305"
153837,6.58,"52.34066522","12.99586410"
153838,6.57,"52.34066229","12.99587525"
153839,6.55,"52.34065938","12.99588651"
153840,6.57,"52.34065652","12.99589751"
153841,6.55,"52.34065352","12.99590838"
153842,6.53,"52.34065051","12.99591924"
153843,6.51,"52.34064779","12.99593020"
153844,6.5,"52.34064546","12.99594101"
153845,6.52,"52.34064332","12.99595177"
153846,6.49,"52.34064109","12.99596269"
153847,6.48,"52.34063852","12.99597368"
153848,6.46,"52.34063575","12.99598435"
153849,6.45,"52.34063285","12.99599492"
153850,6.46,"52.34063016","12.99600527"
153851,6.46,"52.34062765","12.99601549"
153852,6.43,"52.34062520","12.99602583"
153853,6.41,"52.34062237","12.99603623"
153854,6.4,"52.34061923","12.99604654"
153855,6.4,"52.34061599","12.99605673"
153856,6.37,"52.34061276","12.99606683"
153857,6.35,"52.34060970","12.99607710"
153858,6.32,"52.34060671","12.99608750"
153859,6.33,"52.34060361","12.99609770"
153900,6.32,"52.34060013","12.99610794"
153901,6.29,"52.34059639","12.99611798"
153902,6.26,"52.34059253","12.99612772"
153903,6.25,"52.34058862","12.99613780"
153904,6.25,"52.34058486","12.99614808"
153905,6.2,"52.34058132","12.99615830"
153906,6.2,"52.34057771","12.99616833"
153907,6.17,"52.34057392","12.99617857"
153908,6.17,"52.34057003","12.99618860"
153909,6.14,"52.34056598","12.99619848"
153910,6.12,"52.34056179","12.99620862"
153911,6.09,"52.34055777","12.99621886"
153912,6.07,"52.34055390","12.99622906"
153913,6.06,"52.34055007","12.99623935"
153914,6.04,"52.34054614","12.99624951"
153915,6.01,"52.34054199","12.99625956"
153916,6,"52.34053776","12.99626958"
153917,5.97,"52.34053353","12.99627950"
153918,5.96,"52.34052937","12.99628958"
153919,5.94,"52.34052541","12.99629980"
153920,5.92,"52.34052161","12.99631012"
153921,5.91,"52.34051791","12.99632042"
153922,5.89,"52.34051399","12.99633071"
153923,5.87,"52.34050991","12.99634081"
153924,5.85,"52.34050571","12.99635081"
153925,5.83,"52.34050152","12.99636076"
153926,5.8,"52.34049750","12.99637096"
153927,5.8,"52.34049373","12.99638136"
153928,5.8,"52.34049003","12.99639171"
153929,5.79,"52.34048606","12.99640220"
153930,5.77,"52.34048207","12.99641248"
153931,5.75,"52.34047821","12.99642270"
153932,5.75,"52.34047451","12.99643325"
153933,5.74,"52.34047111","12.99644369"
153934,5.71,"52.34046786","12.99645409"
153935,5.69,"52.34046449","12.99646445"
153936,5.7,"52.34046088","12.99647465"
153937,5.71,"52.34045709","12.99648458"
153938,5.68,"52.34045307","12.99649433"
153939,5.68,"52.34044905","12.99650432"
153940,5.66,"52.34044516","12.99651434"
153941,5.65,"52.34044129","12.99652436"
153942,5.64,"52.34043727","12.99653432"
153943,5.65,"52.34043301","12.99654412"
153944,5.64,"52.34042867","12.99655374"
153945,5.64,"52.34042433","12.99656309"
153946,5.63,"52.34041986","12.99657260"
153947,5.62,"52.34041536","12.99658228"
153948,5.62,"52.34041101","12.99659186"
153949,5.61,"52.34040681","12.99660159"
153950,5.6,"52.34040253","12.99661138"
153951,5.6,"52.34039814","12.99662107"
153952,5.6,"52.34039351","12.99663044"
153953,5.6,"52.34038881","12.99663937"
153954,5.6,"52.34038403","12.99664838"
153955,5.6,"52.34037934","12.99665774"
153956,5.6,"52.34037506","12.99666729"
153957,5.6,"52.34037093","12.99667707"
153958,5.61,"52.34036673","12.99668691"
153959,5.6,"52.34036244","12.99669671"
154000,5.61,"52.34035808","12.99670621"
154001,5.62,"52.34035360","12.99671556"
154002,5.62,"52.34034920","12.99672506"
154003,5.63,"52.34034497","12.99673502"
154004,5.64,"52.34034103","12.99674513"
154005,5.64,"52.34033707","12.99675548"
154006,5.65,"52.34033298","12.99676574"
154007,5.64,"52.34032891","12.99677599"
154008,5.65,"52.34032474","12.99678615"
154009,5.65,"52.34032048","12.99679611"
154010,5.66,"52.34031634","12.99680597"
154011,5.65,"52.34031234","12.99681625"
154012,5.64,"52.34030856","12.99682685"
154013,5.63,"52.34030510","12.99683756"
154014,5.61,"52.34030150","12.99684831"
154015,5.6,"52.34029791","12.99685876"
154016,5.58,"52.34029427","12.99686886"
154017,5.56,"52.34029051","12.99687873"
154018,5.53,"52.34028664","12.99688845"
154019,5.5,"52.34028292","12.99689874"
154020,5.48,"52.34027953","12.99690928"
154021,5.44,"52.34027631","12.99692002"
154022,5.41,"52.34027301","12.99693061"
154023,5.37,"52.34026982","12.99694118"
154024,5.33,"52.34026662","12.99695166"
154025,5.29,"52.34026292","12.99696179"
154026,5.24,"52.34025915","12.99697154"
154027,5.2,"52.34025557","12.99698180"
154028,5.14,"52.34025237","12.99699251"
154029,5.09,"52.34024932","12.99700321"
154030,5.02,"52.34024607","12.99701413"
